,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL,data_chart
159,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",94094,https://open.spotify.com/track/3HXLUh9lzSrSLvrvLk2LjC,2020-10-27
160,"Rave Na Praia","MC Teteu",93661,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly,2020-10-27
161,Hawái,Maluma,93559,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,2020-10-27
162,"Só Gratidão","Mc Lipi",92849,https://open.spotify.com/track/3HCvks6mkO22FzhieKHI30,2020-10-27
163,"Vergonha pra Midia","Salvador Da Rima",92841,https://open.spotify.com/track/5JsxHA8NttHWThpTCToK1J,2020-10-27
164,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",92836,https://open.spotify.com/track/6TL6UYmqRVC5PuVQb0R1h5,2020-10-27
165,"Um Pedido","Hungria Hip Hop",92316,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1,2020-10-27
166,"A Casa É Sua","Casa Worship",92003,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc,2020-10-27
167,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",91917,https://open.spotify.com/track/2Ou6UYuUbNyqwXxRDSeFRf,2020-10-27
168,Perdição,L7NNON,91781,https://open.spotify.com/track/7FikD4RFpmSZIvoP3rRwsS,2020-10-27
169,"Carreira Solo - Ao Vivo","Gusttavo Lima",91331,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN,2020-10-27
170,"What You Know Bout Love","Pop Smoke",91007,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,2020-10-27
171,"Senta Concentrada (feat. MC WS)","MC Mari",90544,https://open.spotify.com/track/62tcTmWpOcqFfZNWrheU1T,2020-10-27
172,"Tudo de bom",Pk,90389,https://open.spotify.com/track/3YqLyRFwjGuPBT7EHoyQH7,2020-10-27
173,Memories,"Maroon 5",90167,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-10-27
174,Morena,"MC Paulin da Capital",90072,https://open.spotify.com/track/2W0VenqvlMW4c65YsxT5zu,2020-10-27
175,"You Got It",Vedo,89751,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,2020-10-27
176,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",89309,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg,2020-10-27
177,"Deixa Tudo Como Tá - Ao Vivo",Thiaguinho,89105,https://open.spotify.com/track/0abrd2vT2W3JZBDNezUY7r,2020-10-27
178,"Gorilla Roxo",Matuê,88706,https://open.spotify.com/track/0bV0LtjtZH76gD0ujPYS3n,2020-10-27
179,"Meu talismã",IZA,88660,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX,2020-10-27
180,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",88629,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF,2020-10-27
181,"Don't Cry For Me (with Jason Derulo)",Alok,88561,https://open.spotify.com/track/0FLwo3U1NrjocfK2FDisrX,2020-10-27
182,"Eu Tenho Medo","Zé Vaqueiro",88393,https://open.spotify.com/track/2bWkoJEjcPiBKnKqvTJ25D,2020-10-27
183,"Quase uma Semana",BIN,88189,https://open.spotify.com/track/4a5YIaK7qFu6T63GeYx1Ih,2020-10-27
184,"A Tua Voz","Gloria Groove",86767,https://open.spotify.com/track/2LfRxbEQMsqzkU1VpsuZrn,2020-10-27
185,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",86667,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI,2020-10-27
186,"Fala Comigo Bebê - Ao Vivo","Os Barões Da Pisadinha",86283,https://open.spotify.com/track/1dHfCJMj1eJMFcKF7VzqR5,2020-10-27
187,"Pra Você Guardei O Amor","Nando Reis",86181,https://open.spotify.com/track/1EQ8sBQ7Abv9DvNBzhXAcv,2020-10-27
188,goosebumps,"Travis Scott",86057,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2020-10-27
189,"you broke me first","Tate McRae",85239,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,2020-10-27
190,Gelo,Melim,85173,https://open.spotify.com/track/2DsZ6pXK1AG6emFugTeYW3,2020-10-27
191,"Pisadinha - Ao Vivo","Diego & Victor Hugo",85022,https://open.spotify.com/track/36P6ptTyxOggYgR2aoZiAl,2020-10-27
192,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",84790,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw,2020-10-27
193,"SET DJ GM 2.0","MC Paulin da Capital",84611,https://open.spotify.com/track/38BuaDkieTqCDqaawXsf78,2020-10-27
194,"Se Ferrou","MC Kevinho",84430,https://open.spotify.com/track/4c21Aq5C8YMDBQWt9bjYBF,2020-10-27
195,Nêga,"Tarcísio do Acordeon",82154,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP,2020-10-27
196,"Set 2.0: Homenagem aos Relíquias","DJ Matt D",82111,https://open.spotify.com/track/566AZpR4FJErkhS3CmuaWu,2020-10-27
197,BALANÇA,"WC no Beat",82035,https://open.spotify.com/track/1neg4NArvpVL7AOWIBja6q,2020-10-27
198,"Tiro Certo - Ao Vivo","Zé Felipe",82004,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk,2020-10-27
199,"Pretty Savage",BLACKPINK,81602,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr,2020-10-27
200,"Mulher Cativante","MC Paulin da Capital",81458,https://open.spotify.com/track/0ItBgjbN1F82yX73rwTIg0,2020-10-27
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",683668,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP,2020-10-28
2,"Investe Em Mim","Jonas Esticado",621194,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7,2020-10-28
3,"Só Você","MC Rogerinho",510744,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o,2020-10-28
4,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",495318,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ,2020-10-28
5,"Oh Juliana",Niack,481353,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,2020-10-28
6,"Figurinha - Ao Vivo","Douglas & Vinicius",452437,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE,2020-10-28
7,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",428729,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4,2020-10-28
8,"Quero Você do Jeito Que Quiser","Marília Mendonça",426496,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI,2020-10-28
9,"Me Gusta (with Cardi B & Myke Towers)",Anitta,407071,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE,2020-10-28
10,"Sogra - Ao Vivo",Dilsinho,387962,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi,2020-10-28
11,"Cidade Inteira","Eric Land",379096,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF,2020-10-28
12,"Comprei um Lança","Mc Jacaré",364869,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ,2020-10-28
13,"Nem Doeu - Ao Vivo","Matheus & Kauan",363084,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl,2020-10-28
14,"Tá Rocheda","Os Barões Da Pisadinha",358239,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK,2020-10-28
15,positions,"Ariana Grande",357459,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7,2020-10-28
16,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",356042,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0,2020-10-28
17,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",347744,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk,2020-10-28
18,"Vai Ter Que Aguentar","Mc Don Juan",343405,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2,2020-10-28
19,"Volta por Baixo - Ao Vivo","Henrique & Juliano",342914,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul,2020-10-28
20,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",328345,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO,2020-10-28
21,Rita,Tierry,328272,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG,2020-10-28
22,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",319096,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs,2020-10-28
23,Ranking,"Jorge & Mateus",312639,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS,2020-10-28
24,"Amor e Fé - Acústico","Hungria Hip Hop",306803,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7,2020-10-28
25,"Watermelon Sugar","Harry Styles",303710,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2020-10-28
26,"Máquina do Tempo",Matuê,302813,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8,2020-10-28
27,"Desce Pro Play (PA PA PA)","Mc Zaac",302235,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ,2020-10-28
28,"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",286180,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59,2020-10-28
29,"Café e Amor - Ao Vivo","Gusttavo Lima",281928,https://open.spotify.com/track/7benotyTvLY2vUsDKtxbiA,2020-10-28
30,"se essa vida fosse um filme","GIULIA BE",280924,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0,2020-10-28
31,"WAP (feat. Megan Thee Stallion)","Cardi B",279738,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020-10-28
32,"Desejando Eu (Ao Vivo)","Murilo Huff",279465,https://open.spotify.com/track/3056x1XkmICnQmji68rrft,2020-10-28
33,"Não Valeu","Wesley Safadão",273109,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud,2020-10-28
34,"Só Tem Eu","Zé Felipe",271127,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0,2020-10-28
35,"Viva Voz - Ao Vivo Em São Paulo / 2019","Lauana Prado",269624,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj,2020-10-28
36,"Litrão - Ao Vivo Em Recife / 2020","Matheus & Kauan",268441,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh,2020-10-28
37,"Briga Feia - Ao Vivo","Henrique & Juliano",267648,https://open.spotify.com/track/4j2bK4fnc2s6GyVmhJsJhk,2020-10-28
38,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",259118,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H,2020-10-28
39,"Deus é por nós","MC Marks",255520,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ,2020-10-28
40,"Blinding Lights","The Weeknd",249649,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-10-28
41,"Deve ser horrível dormir sem mim","Manu Gavassi",247894,https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j,2020-10-28
42,777-666,Matuê,246869,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn,2020-10-28
43,TOMA,"Luísa Sonza",245931,https://open.spotify.com/track/7pDcS0EVMJR0YwjXmHcCRg,2020-10-28
44,"Na Raba Toma Tapão",Niack,240813,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe,2020-10-28
45,"S de Saudade","Luíza & Maurílio",236531,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL,2020-10-28
46,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",225173,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI,2020-10-28
47,"Tudo que Eu Queria - Ao Vivo","Gusttavo Lima",223803,https://open.spotify.com/track/4VfG3ntsNSyNr7lPZZyvTE,2020-10-28
48,"Romance Desapegado","Japinha Conde",220247,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4,2020-10-28
49,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",218042,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc,2020-10-28
50,"Graveto - Ao Vivo","Marília Mendonça",216096,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o,2020-10-28
51,Flores,Vitão,204773,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl,2020-10-28
52,"Despedida - Ao Vivo","Wesley Safadão",202119,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg,2020-10-28
53,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS & Makalo)","DJ Matt D",201795,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb,2020-10-28
54,"Marília Mendonça",BIN,195633,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF,2020-10-28
55,"Tudo Aconteceu","MC Du Black",195501,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo,2020-10-28
56,"Pipa Voada (feat. Emicida)",Rashid,193197,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi,2020-10-28
57,"Não Vai Embora",Dilsinho,192106,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd,2020-10-28
58,"menina solta","GIULIA BE",191734,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1,2020-10-28
59,Talarica,"Rennan da Penha",190324,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2,2020-10-28
60,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",189334,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,2020-10-28
61,"Libera Ela - Ao Vivo","Maiara & Maraisa",188848,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql,2020-10-28
62,"Manda Áudio","Di Propósito",186682,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84,2020-10-28
63,"Te Prometo",DENNIS,186261,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN,2020-10-28
64,"Don't Start Now","Dua Lipa",180425,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-10-28
65,"Roses - Imanbek Remix","SAINt JHN",180350,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,2020-10-28
66,"Mood (feat. iann dior)",24kGoldn,175353,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020-10-28
67,Dynamite,BTS,174447,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,2020-10-28
68,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",173227,https://open.spotify.com/track/23zmMwD99ROi9yhxqMxWil,2020-10-28
69,"Século 21","Leo Santana",172653,https://open.spotify.com/track/7jiGFTWeO3MmMN9dpHRjUZ,2020-10-28
70,BRABA,"Luísa Sonza",170834,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg,2020-10-28
71,Avançada,"MC Kevinho",169191,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1,2020-10-28
72,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",169179,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,2020-10-28
73,"Saudade Sua","Gusttavo Lima",166327,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi,2020-10-28
74,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",165047,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi,2020-10-28
75,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",164099,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX,2020-10-28
76,"Cheirosa - Ao Vivo","Jorge & Mateus",163717,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da,2020-10-28
77,"Pode Sumir","Luíza & Maurílio",158629,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA,2020-10-28
78,"Só Você","Leo Santana",155564,https://open.spotify.com/track/2cV8V9eV79HWJHD4jNQHqq,2020-10-28
79,"Meu Lado da História",Nandx710,155378,https://open.spotify.com/track/08LiZsFrLkWYtd20jeqWLh,2020-10-28
80,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",151256,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0,2020-10-28
81,"Party On My Own (feat. FAULHABER)",Alok,150268,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl,2020-10-28
82,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",148759,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA,2020-10-28
83,"Amor de Fim de Noite",Orochi,148474,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J,2020-10-28
84,"Dance Monkey","Tones And I",142253,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-10-28
85,"Facas - Ao Vivo","Diego & Victor Hugo",142048,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa,2020-10-28
86,"Casa de Praia - Ao Vivo","Os Barões Da Pisadinha",137314,https://open.spotify.com/track/6Teco2qa7OBfa7mjaMYSbO,2020-10-28
87,"Ta Com Saudade Quer TBT ?","Mc Talibã",135108,https://open.spotify.com/track/4i1U2ZQJdVCAczbiwsXf3H,2020-10-28
88,"Seu Beijo Joga Sujo","Avine Vinny",134881,https://open.spotify.com/track/2enk2whIgJyoe0O9HRQZJV,2020-10-28
89,MORE,K/DA,133314,https://open.spotify.com/track/6juLaduD4STCUDWT0AYun4,2020-10-28
90,"Don't Say Goodbye (feat. Tove Lo)",Alok,132924,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq,2020-10-28
91,"Mentira - Ao Vivo","Felipe Araújo",131847,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1,2020-10-28
92,"Então Toma - Ao Vivo","Matheus & Kauan",131549,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j,2020-10-28
93,"Kenny G",Matuê,130983,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW,2020-10-28
94,"É Sal",Matuê,130740,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5,2020-10-28
95,"E Nós Tem um Charme Que É da Hora","Mc Dricka",130560,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS,2020-10-28
96,"3 Batidas - Ao Vivo","Guilherme & Benuto",128390,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k,2020-10-28
97,"Someone You Loved","Lewis Capaldi",127330,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-10-28
98,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",127149,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe,2020-10-28
99,"Ice Cream (with Selena Gomez)",BLACKPINK,125470,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,2020-10-28
100,"Como Se Tá Maravilhosa","Mc Lipi",124928,https://open.spotify.com/track/0eLCuW89pb6I3BC0NMGHFW,2020-10-28
101,"Cuidado Que Eu Te Supero","Yasmin Santos",123956,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz,2020-10-28
102,"Meu Abrigo",Melim,122627,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe,2020-10-28
103,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",122489,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,2020-10-28
104,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,122003,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,2020-10-28
105,"Holy (feat. Chance The Rapper)","Justin Bieber",122003,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,2020-10-28
106,"How You Like That",BLACKPINK,121769,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,2020-10-28
107,Golden,"Harry Styles",121037,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,2020-10-28
108,"Eu Feat. Você",Melim,120633,https://open.spotify.com/track/2PaOWQIEkSFkmONCv1Vgui,2020-10-28
109,"Supera - Ao Vivo","Marília Mendonça",119851,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz,2020-10-28
110,Girassol,"Priscilla Alcantara",119596,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj,2020-10-28
111,"Revoada do Tubarão","MC Ryan SP",118066,https://open.spotify.com/track/0C1cJj3ZNCS75sojrcMhZV,2020-10-28
112,Pupila,ANAVITÓRIA,117586,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk,2020-10-28
113,"Vira Homem","Marília Mendonça",117502,https://open.spotify.com/track/0GrEqRHf5FioT1hOB8PBxZ,2020-10-28
114,"Put Your Records On","Ritt Momney",115855,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,2020-10-28
115,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",114976,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe,2020-10-28
116,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",113668,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr,2020-10-28
117,"Você Nem É Tudo Isso","Marília Mendonça",113480,https://open.spotify.com/track/0zhnWntcmhChM7PXSWuNNq,2020-10-28
118,"Vai Lá","Wesley Safadão",113076,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263,2020-10-28
119,"(não) era amor","GIULIA BE",112929,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi,2020-10-28
120,"Cabeça Voando","Os Barões Da Pisadinha",112915,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol,2020-10-28
121,"Rain On Me (with Ariana Grande)","Lady Gaga",112493,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,2020-10-28
122,"Deixa (feat. Ana Gabriela)",Lagum,112303,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp,2020-10-28
123,"Breaking Me",Topic,111532,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,2020-10-28
124,inesquecível,"GIULIA BE",111244,https://open.spotify.com/track/3bUDPTCStUeLcUgXgvepQh,2020-10-28
125,"On & On",Alok,109092,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat,2020-10-28
126,"Se Namorar Fosse Bom - Ao Vivo","Os Barões Da Pisadinha",108861,https://open.spotify.com/track/39d68jIHbCiFdXWI6jmALW,2020-10-28
127,Reincidente,"Felipe Araújo",107866,https://open.spotify.com/track/3XG1frltSxibGuYLPucxl8,2020-10-28
128,"Piece Of Your Heart - Alok Remix",MEDUZA,107606,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW,2020-10-28
129,"Midnight Sky","Miley Cyrus",107544,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,2020-10-28
130,"Adore You","Harry Styles",107125,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2020-10-28
131,"Ta Apaixonado Babaca","Dj Guuga",105728,https://open.spotify.com/track/7N3BrHFlnZbOs8lPGPg1gg,2020-10-28
132,"Break My Heart","Dua Lipa",105360,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,2020-10-28
133,SENTADÃO,"PEDRO SAMPAIO",105301,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A,2020-10-28
134,Señorita,"Shawn Mendes",105244,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020-10-28
135,"Textão - Ao Vivo","Zé Neto & Cristiano",105234,https://open.spotify.com/track/2uhBCMHwS3SATOHIgM2KPF,2020-10-28
136,Uau!,"Costa Gold",105059,https://open.spotify.com/track/5jo4ocTfihMYTsq1Z4ze9h,2020-10-28
137,"Ouvi Dizer",Melim,104991,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV,2020-10-28
138,"Savage Love (Laxed - Siren Beat)","Jawsh 685",104933,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,2020-10-28
139,Cabaré,"Dj Guuga",104908,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D,2020-10-28
140,Cogulândia,Matuê,104574,https://open.spotify.com/track/5T6mY3sQbvVfLnertXdoST,2020-10-28
141,"Lose Control",MEDUZA,103977,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2020-10-28
142,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",103952,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB,2020-10-28
143,"Hoje É Rave","Bárbara Labres",103799,https://open.spotify.com/track/2CBpRE0A922XhWLSI8AT9O,2020-10-28
144,"Bebe e Vem Me Procurar","Raí Saia Rodada",102496,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq,2020-10-28
145,"Lonely (with benny blanco)","Justin Bieber",101896,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q,2020-10-28
146,"Senta Concentrada (feat. MC WS)","MC Mari",101763,https://open.spotify.com/track/62tcTmWpOcqFfZNWrheU1T,2020-10-28
147,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",101066,https://open.spotify.com/track/6TL6UYmqRVC5PuVQb0R1h5,2020-10-28
148,"Rave Balança E Bafora",Ventura,100943,https://open.spotify.com/track/7tswnwncDD0zJ1JpFf13Gl,2020-10-28
149,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",100200,https://open.spotify.com/track/3HXLUh9lzSrSLvrvLk2LjC,2020-10-28
150,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",100170,https://open.spotify.com/track/2Ou6UYuUbNyqwXxRDSeFRf,2020-10-28
151,"Head & Heart (feat. MNEK)","Joel Corry",99766,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,2020-10-28
152,"Lovesick Girls",BLACKPINK,98927,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C,2020-10-28
153,"Hear Me Tonight",Alok,98794,https://open.spotify.com/track/0v8OKUrqZGoEbgEUXScRSQ,2020-10-28
154,Antes,Matuê,97739,https://open.spotify.com/track/2XymTaHTrQWDEuSyhfZvqF,2020-10-28
155,Daisy,Ashnikko,97250,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,2020-10-28
156,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",96853,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg,2020-10-28
157,Heather,"Conan Gray",96784,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,2020-10-28
158,"death bed (coffee for your head)",Powfu,96052,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-10-28
159,Hawái,Maluma,96002,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,2020-10-28
160,Believer,"Imagine Dragons",95591,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2020-10-28
161,"Um Pedido","Hungria Hip Hop",95314,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1,2020-10-28
162,"Laugh Now Cry Later (feat. Lil Durk)",Drake,94942,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,2020-10-28
163,"Rave Na Praia","MC Teteu",94857,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly,2020-10-28
