,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL,data_chart
200,Brisa,IZA,80391,https://open.spotify.com/track/5rNNZ6fVYxkhwqUfImVhU1,2020-10-08
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",735867,https://open.spotify.com/track/71FrGl0XcpL3VId65tB5mg,2020-10-09
2,"Investe Em Mim","Jonas Esticado",718525,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7,2020-10-09
3,"Oh Juliana",Niack,648483,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,2020-10-09
4,"Só Você","MC Rogerinho",606631,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o,2020-10-09
5,"Me Gusta (with Cardi B & Myke Towers)",Anitta,530540,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE,2020-10-09
6,"Quero Você do Jeito Que Quiser","Marília Mendonça",524746,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI,2020-10-09
7,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",505056,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ,2020-10-09
8,"Sogra - Ao Vivo",Dilsinho,479258,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi,2020-10-09
9,"Comprei um Lança","Mc Jacaré",472332,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ,2020-10-09
10,"Figurinha - Ao Vivo","Douglas & Vinicius",466183,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE,2020-10-09
11,"Tá Rocheda","Os Barões Da Pisadinha",453058,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK,2020-10-09
12,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",451315,https://open.spotify.com/track/3AV1KI22k1jGMz792lDrj1,2020-10-09
13,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",444008,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0,2020-10-09
14,"Vai Ter Que Aguentar","Mc Don Juan",438888,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2,2020-10-09
15,"Café e Amor - Ao Vivo","Gusttavo Lima",431526,https://open.spotify.com/track/7benotyTvLY2vUsDKtxbiA,2020-10-09
16,"Nem Doeu - Ao Vivo","Matheus & Kauan",428583,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl,2020-10-09
17,"Volta por Baixo - Ao Vivo","Henrique & Juliano",424019,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul,2020-10-09
18,Ranking,"Jorge & Mateus",412200,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS,2020-10-09
19,"Máquina do Tempo",Matuê,405508,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8,2020-10-09
20,"Desce Pro Play (PA PA PA)","Mc Zaac",398825,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ,2020-10-09
21,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",375842,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk,2020-10-09
22,"Cidade Inteira","Eric Land",371597,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF,2020-10-09
23,TOMA,"Luísa Sonza",344711,https://open.spotify.com/track/7pDcS0EVMJR0YwjXmHcCRg,2020-10-09
24,"Briga Feia - Ao Vivo","Henrique & Juliano",342938,https://open.spotify.com/track/4j2bK4fnc2s6GyVmhJsJhk,2020-10-09
25,"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",339851,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59,2020-10-09
26,"WAP (feat. Megan Thee Stallion)","Cardi B",338614,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020-10-09
27,"Não Vai Embora",Dilsinho,337695,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd,2020-10-09
28,"S de Saudade","Luíza & Maurílio",331780,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL,2020-10-09
29,"se essa vida fosse um filme","GIULIA BE",330254,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0,2020-10-09
30,"Deus é por nós","MC Marks",330174,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ,2020-10-09
31,"Desejando Eu (Ao Vivo)","Murilo Huff",327391,https://open.spotify.com/track/3056x1XkmICnQmji68rrft,2020-10-09
32,"Na Raba Toma Tapão",Niack,325748,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe,2020-10-09
33,777-666,Matuê,319416,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn,2020-10-09
34,"Litrão - Ao Vivo Em Recife / 2020","Matheus & Kauan",317928,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh,2020-10-09
35,"Viva Voz - Ao Vivo Em São Paulo / 2019","Lauana Prado",310134,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj,2020-10-09
36,"Watermelon Sugar","Harry Styles",301530,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2020-10-09
37,"Amor e Fé - Acústico","Hungria Hip Hop",296754,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7,2020-10-09
38,"Deve ser horrível dormir sem mim","Manu Gavassi",294914,https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j,2020-10-09
39,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",290358,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,2020-10-09
40,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",287579,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs,2020-10-09
41,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",281554,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI,2020-10-09
42,Flores,Vitão,277765,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl,2020-10-09
43,"Te Prometo",DENNIS,277304,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN,2020-10-09
44,"Tudo Aconteceu","MC Du Black",277044,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo,2020-10-09
45,"Graveto - Ao Vivo","Marília Mendonça",273160,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o,2020-10-09
46,"Não Valeu","Wesley Safadão",271012,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud,2020-10-09
47,"Blinding Lights","The Weeknd",262438,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-10-09
48,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",260151,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi,2020-10-09
49,Talarica,"Rennan da Penha",257551,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2,2020-10-09
50,"menina solta","GIULIA BE",256521,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1,2020-10-09
51,"Libera Ela - Ao Vivo","Maiara & Maraisa",245664,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql,2020-10-09
52,"Rave do Papa - Deluxe (feat. Mc Rennan, MC Bruna Alves, MC BN & MC Rick) - Remix","Dj W-Beatz",244572,https://open.spotify.com/track/59CnMc5PR9GdDFEVOpHSg9,2020-10-09
53,"Despedida - Ao Vivo","Wesley Safadão",242397,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg,2020-10-09
54,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",238625,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO,2020-10-09
55,Dynamite,BTS,225167,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,2020-10-09
56,BRABA,"Luísa Sonza",221156,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg,2020-10-09
57,"Saudade Sua","Gusttavo Lima",219890,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi,2020-10-09
58,"Cheirosa - Ao Vivo","Jorge & Mateus",219562,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da,2020-10-09
59,"Pipa Voada (feat. Emicida)",Rashid,216055,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi,2020-10-09
60,"Manda Áudio","Di Propósito",215503,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84,2020-10-09
61,"Romance Desapegado","Japinha Conde",211113,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4,2020-10-09
62,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS & Makalo)","DJ Matt D",208191,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb,2020-10-09
63,"E Nós Tem um Charme Que É da Hora","Mc Dricka",203479,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS,2020-10-09
64,"Don't Start Now","Dua Lipa",200021,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-10-09
65,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",196770,https://open.spotify.com/track/23zmMwD99ROi9yhxqMxWil,2020-10-09
66,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",195676,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H,2020-10-09
67,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",190509,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0,2020-10-09
68,"Roses - Imanbek Remix","SAINt JHN",190471,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,2020-10-09
69,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",186977,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc,2020-10-09
70,"É Sal",Matuê,182614,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5,2020-10-09
71,"Hoje É Rave","Bárbara Labres",179902,https://open.spotify.com/track/2CBpRE0A922XhWLSI8AT9O,2020-10-09
72,"Pode Sumir","Luíza & Maurílio",174620,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA,2020-10-09
73,"Então Toma - Ao Vivo","Matheus & Kauan",174524,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j,2020-10-09
74,Rita,Tierry,173243,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG,2020-10-09
75,"Mentira - Ao Vivo","Felipe Araújo",170031,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1,2020-10-09
76,Avançada,"MC Kevinho",169121,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1,2020-10-09
77,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",168320,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,2020-10-09
78,"Mood (feat. iann dior)",24kGoldn,164883,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020-10-09
79,"Marília Mendonça",BIN,163545,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF,2020-10-09
80,"Amor de Fim de Noite",Orochi,162652,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J,2020-10-09
81,"Cuidado Que Eu Te Supero","Yasmin Santos",161827,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz,2020-10-09
82,"3 Batidas - Ao Vivo","Guilherme & Benuto",160798,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k,2020-10-09
83,"Dance Monkey","Tones And I",155610,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-10-09
84,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",155255,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe,2020-10-09
85,"Ice Cream (with Selena Gomez)",BLACKPINK,154958,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,2020-10-09
86,"Vai Lá","Wesley Safadão",153381,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263,2020-10-09
87,"Cabeça Voando","Os Barões Da Pisadinha",152643,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol,2020-10-09
88,inesquecível,"GIULIA BE",152634,https://open.spotify.com/track/3bUDPTCStUeLcUgXgvepQh,2020-10-09
89,"Vira Homem","Marília Mendonça",150978,https://open.spotify.com/track/0GrEqRHf5FioT1hOB8PBxZ,2020-10-09
90,Cogulândia,Matuê,150309,https://open.spotify.com/track/5T6mY3sQbvVfLnertXdoST,2020-10-09
91,"Supera - Ao Vivo","Marília Mendonça",149250,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz,2020-10-09
92,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",146652,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX,2020-10-09
93,"Lovesick Girls",BLACKPINK,146562,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C,2020-10-09
94,"Eu Feat. Você",Melim,146268,https://open.spotify.com/track/2PaOWQIEkSFkmONCv1Vgui,2020-10-09
95,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",146033,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe,2020-10-09
96,"Kenny G",Matuê,144477,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW,2020-10-09
97,"Casa de Praia - Ao Vivo","Os Barões Da Pisadinha",144472,https://open.spotify.com/track/5iHJ6FB4iWVcaY7iDYJrJB,2020-10-09
98,"Bebe e Vem Me Procurar","Raí Saia Rodada",142444,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq,2020-10-09
99,"(não) era amor","GIULIA BE",142247,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi,2020-10-09
100,Antes,Matuê,141881,https://open.spotify.com/track/2XymTaHTrQWDEuSyhfZvqF,2020-10-09
101,"Você Nem É Tudo Isso","Marília Mendonça",141687,https://open.spotify.com/track/0zhnWntcmhChM7PXSWuNNq,2020-10-09
102,"Só Você","Leo Santana",140722,https://open.spotify.com/track/2cV8V9eV79HWJHD4jNQHqq,2020-10-09
103,"How You Like That",BLACKPINK,138905,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,2020-10-09
104,SENTADÃO,"PEDRO SAMPAIO",135215,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A,2020-10-09
105,"Como Se Tá Maravilhosa","Mc Lipi",134506,https://open.spotify.com/track/0eLCuW89pb6I3BC0NMGHFW,2020-10-09
106,"Se Namorar Fosse Bom - Ao Vivo","Os Barões Da Pisadinha",133841,https://open.spotify.com/track/1UA7l6cbAukGucRgAUVePo,2020-10-09
107,"Party On My Own (feat. FAULHABER)",Alok,132019,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl,2020-10-09
108,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",131896,https://open.spotify.com/track/2Ou6UYuUbNyqwXxRDSeFRf,2020-10-09
109,Pupila,ANAVITÓRIA,131000,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk,2020-10-09
110,"Someone You Loved","Lewis Capaldi",129267,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-10-09
111,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",128822,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB,2020-10-09
112,"Textão - Ao Vivo","Zé Neto & Cristiano",128466,https://open.spotify.com/track/2uhBCMHwS3SATOHIgM2KPF,2020-10-09
113,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,127606,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,2020-10-09
114,"Meu Abrigo",Melim,126834,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe,2020-10-09
115,"Carreira Solo - Ao Vivo","Gusttavo Lima",125463,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN,2020-10-09
116,Girassol,"Priscilla Alcantara",125055,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj,2020-10-09
117,"Gorilla Roxo",Matuê,122010,https://open.spotify.com/track/0bV0LtjtZH76gD0ujPYS3n,2020-10-09
118,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",121636,https://open.spotify.com/track/3HXLUh9lzSrSLvrvLk2LjC,2020-10-09
119,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",121563,https://open.spotify.com/track/6TL6UYmqRVC5PuVQb0R1h5,2020-10-09
120,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",120888,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr,2020-10-09
121,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",120869,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,2020-10-09
122,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",119031,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF,2020-10-09
123,"Céu de pipa","MC Marks",118099,https://open.spotify.com/track/2DQ09MyIaXu5F1ly4MEvDM,2020-10-09
124,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",117437,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI,2020-10-09
125,"Deixa (feat. Ana Gabriela)",Lagum,116895,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp,2020-10-09
126,Reincidente,"Felipe Araújo",116837,https://open.spotify.com/track/3XG1frltSxibGuYLPucxl8,2020-10-09
127,Wonder,"Shawn Mendes",116657,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb,2020-10-09
128,Señorita,"Shawn Mendes",116237,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020-10-09
129,"Rain On Me (with Ariana Grande)","Lady Gaga",116230,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,2020-10-09
130,Hb20,Tierry,115936,https://open.spotify.com/track/4cjowWOdLUKomiRwhWpRXJ,2020-10-09
131,"death bed (coffee for your head)",Powfu,115843,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-10-09
132,"Holy (feat. Chance The Rapper)","Justin Bieber",115485,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,2020-10-09
133,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",114981,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg,2020-10-09
134,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",114472,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw,2020-10-09
135,BALANÇA,"WC no Beat",114464,https://open.spotify.com/track/1neg4NArvpVL7AOWIBja6q,2020-10-09
136,"O Matuto Se Apaixonou","Os Barões Da Pisadinha",114342,https://open.spotify.com/track/09KUam5nfzNEXSSV9zWiT9,2020-10-09
137,"Breaking Me",Topic,114289,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,2020-10-09
138,"Xereca de Mel","Shevchenko e Elloco",113882,https://open.spotify.com/track/3csAhPJlNeCDnvuTdT8RQw,2020-10-09
139,"Savage Love (Laxed - Siren Beat)","Jawsh 685",113724,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,2020-10-09
140,"Break My Heart","Dua Lipa",112253,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,2020-10-09
141,"Pisadinha - Ao Vivo","Diego & Victor Hugo",110644,https://open.spotify.com/track/36P6ptTyxOggYgR2aoZiAl,2020-10-09
142,"Só Tem Eu","Zé Felipe",110624,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0,2020-10-09
143,"Ouvi Dizer",Melim,110558,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV,2020-10-09
144,"Tudo de bom",Pk,110380,https://open.spotify.com/track/3YqLyRFwjGuPBT7EHoyQH7,2020-10-09
145,"Rave Na Praia","MC Teteu",109501,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly,2020-10-09
146,Hawái,Maluma,108949,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,2020-10-09
147,"Pra Você Guardei O Amor","Nando Reis",108048,https://open.spotify.com/track/1EQ8sBQ7Abv9DvNBzhXAcv,2020-10-09
148,"On & On",Alok,107726,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat,2020-10-09
149,"Agora Eu Pego Mesmo","Os Barões Da Pisadinha",107252,https://open.spotify.com/track/6OsMu5ntYteQzcCrZVWA33,2020-10-09
150,"Meu talismã",IZA,107136,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX,2020-10-09
151,"Um Pedido","Hungria Hip Hop",106008,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1,2020-10-09
152,"Tempo de Aprender / Energia Surreal / Não Pedi Pra Me Apaixonar - Ao Vivo","Grupo Menos É Mais",105590,https://open.spotify.com/track/3COVZV6VRP4sdXiWTB1XTM,2020-10-09
153,"Fatalmente / Separação / Temporal - Ao Vivo","Grupo Menos É Mais",105254,https://open.spotify.com/track/0mpqoslgBvHcnbNZhK8wBO,2020-10-09
154,"Tão Linda","Atitude 67",104755,https://open.spotify.com/track/59WWulo1LM0njpIkcduCMn,2020-10-09
155,"Lose Control",MEDUZA,104158,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2020-10-09
156,Heather,"Conan Gray",103851,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,2020-10-09
157,"Os Boys Amam O Ex Chora","Jerry Smith",103209,https://open.spotify.com/track/2o8MYdtYZYidgpe9oIGIcy,2020-10-09
158,"Piece Of Your Heart - Alok Remix",MEDUZA,103148,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW,2020-10-09
159,"Tiro Certo - Ao Vivo","Zé Felipe",103069,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk,2020-10-09
160,"Vergonha pra Midia","Salvador Da Rima",102732,https://open.spotify.com/track/5JsxHA8NttHWThpTCToK1J,2020-10-09
161,"Midnight Sky","Miley Cyrus",101992,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,2020-10-09
162,"Sou Vitorioso","Mc Lele JP",100927,https://open.spotify.com/track/37hCsK2djczyRGWMjqzbxD,2020-10-09
163,"Vitória Chegou","Mc Lipi",100925,https://open.spotify.com/track/541XTa1azDkMp2cFsM1Hcw,2020-10-09
164,"Pretty Savage",BLACKPINK,100776,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr,2020-10-09
165,"Deixa Tudo Como Tá - Ao Vivo",Thiaguinho,100650,https://open.spotify.com/track/0abrd2vT2W3JZBDNezUY7r,2020-10-09
166,Uau!,"Costa Gold",100533,https://open.spotify.com/track/5jo4ocTfihMYTsq1Z4ze9h,2020-10-09
167,"Revoada do Tubarão","MC Ryan SP",100420,https://open.spotify.com/track/0C1cJj3ZNCS75sojrcMhZV,2020-10-09
168,"Bebê Vem Me Procurar","Os Barões Da Pisadinha",100269,https://open.spotify.com/track/4nyQshn0cfaRvvnu02Wcqn,2020-10-09
169,"Rave Balança E Bafora",Ventura,100158,https://open.spotify.com/track/7tswnwncDD0zJ1JpFf13Gl,2020-10-09
170,Believer,"Imagine Dragons",99678,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2020-10-09
171,"Vem Me Satisfazer","MC Ingryd",99580,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY,2020-10-09
172,"You Got It",Vedo,99528,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,2020-10-09
173,"Bet You Wanna (feat. Cardi B)",BLACKPINK,99055,https://open.spotify.com/track/7iAgNZdotu40NwtoIWJHFe,2020-10-09
174,"Tijolão - Ao Vivo","Jorge & Mateus",98657,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7,2020-10-09
175,"Put Your Records On","Ritt Momney",98331,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,2020-10-09
176,Perdição,L7NNON,97882,https://open.spotify.com/track/7FikD4RFpmSZIvoP3rRwsS,2020-10-09
177,"Tchau Brigado - Ao Vivo","Humberto & Ronaldo",97270,https://open.spotify.com/track/2TR917wkDeRvwTE5cSfZFf,2020-10-09
178,"Mulher Cativante","MC Paulin da Capital",97006,https://open.spotify.com/track/0ItBgjbN1F82yX73rwTIg0,2020-10-09
179,"Te gusta","MC Kevinho",96723,https://open.spotify.com/track/0h5iRD8nlDtcn4rwbZzNgg,2020-10-09
180,"Adore You","Harry Styles",96623,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2020-10-09
181,Recaída,"Grupo Menos É Mais",96487,https://open.spotify.com/track/49rtHPYe4eny7j1sbDrm8j,2020-10-09
182,"Hear Me Tonight",Alok,96453,https://open.spotify.com/track/0v8OKUrqZGoEbgEUXScRSQ,2020-10-09
183,"Laugh Now Cry Later (feat. Lil Durk)",Drake,95154,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,2020-10-09
184,"Head & Heart (feat. MNEK)","Joel Corry",94785,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,2020-10-09
185,Cabaré,"Dj Guuga",94693,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D,2020-10-09
186,"Poesia Acústica - Paris","Pineapple StormTv",94264,https://open.spotify.com/track/5JKaHAt4atuNoLqpyDgbyK,2020-10-09
187,Gelo,Melim,94177,https://open.spotify.com/track/2DsZ6pXK1AG6emFugTeYW3,2020-10-09
188,"Se Ferrou","MC Kevinho",94131,https://open.spotify.com/track/4c21Aq5C8YMDBQWt9bjYBF,2020-10-09
189,"Só Gratidão","Mc Lipi",94094,https://open.spotify.com/track/3HCvks6mkO22FzhieKHI30,2020-10-09
190,"A Casa É Sua","Casa Worship",94010,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc,2020-10-09
191,"Lençol Dobrado","João Gustavo e Murilo",94004,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY,2020-10-09
192,"Erro Antigo - Ao Vivo","Diego & Victor Hugo",93964,https://open.spotify.com/track/7qpXCkcr3Zj4LDvdiWryns,2020-10-09
193,Nêga,"Tarcísio do Acordeon",93922,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP,2020-10-09
194,"Dona de mim",IZA,93783,https://open.spotify.com/track/0H8CBal2Dcu5Yc001VotZN,2020-10-09
195,"Don't Say Goodbye (feat. Tove Lo)",Alok,93429,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq,2020-10-09
196,"Tá com o Papato (feat. BIN)",Papatinho,93147,https://open.spotify.com/track/5eT9vs7mv4Y4HrBWcP6abV,2020-10-09
197,"Já que me ensinou a beber","Thiago Brava",93120,https://open.spotify.com/track/4aajF8YX6i8guXdLaW82eS,2020-10-09
198,"SEM LIMITES","WC no Beat",92599,https://open.spotify.com/track/3JZwQT1rIxU3wdtF7eneee,2020-10-09
