,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
138,"Breaking Me",Topic,100096,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,2020-11-17
139,"Ouvi Dizer",Melim,98971,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV,2020-11-17
140,"Vai Lá","Wesley Safadão",98891,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263,2020-11-17
141,Cabaré,"Dj Guuga",97064,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D,2020-11-17
142,"Cabeça Voando","Os Barões Da Pisadinha",96582,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol,2020-11-17
143,"Sua Mãe Tá Nessa - Ao Vivo Em São Paulo / 2019","Lauana Prado",96229,https://open.spotify.com/track/5gijVJHyC1E4kt2j5Q3DEb,2020-11-17
144,"Levitating (feat. DaBaby)","Dua Lipa",96111,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,2020-11-17
145,"Lose Control",MEDUZA,95831,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2020-11-17
146,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",95569,https://open.spotify.com/track/7gFY0xf385HM4iF4t43tN3,2020-11-17
147,Morena,"MC Paulin da Capital",95534,https://open.spotify.com/track/2W0VenqvlMW4c65YsxT5zu,2020-11-17
148,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",94970,https://open.spotify.com/track/3HXLUh9lzSrSLvrvLk2LjC,2020-11-17
149,"Você Nem É Tudo Isso","Marília Mendonça",94688,https://open.spotify.com/track/0zhnWntcmhChM7PXSWuNNq,2020-11-17
150,Señorita,"Shawn Mendes",94517,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020-11-17
151,"(não) era amor","GIULIA BE",94139,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi,2020-11-17
152,"Ele Não Tem","Jonas Esticado",93964,https://open.spotify.com/track/1JHvLQWHUoYuapwQikeDuD,2020-11-17
153,Golden,"Harry Styles",93824,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,2020-11-17
154,"Midnight Sky","Miley Cyrus",92949,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,2020-11-17
155,Girassol,"Priscilla Alcantara",92921,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj,2020-11-17
156,"Rain On Me (with Ariana Grande)","Lady Gaga",92617,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,2020-11-17
157,"Put Your Records On","Ritt Momney",91891,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,2020-11-17
158,"Bebe e Vem Me Procurar","Raí Saia Rodada",91792,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq,2020-11-17
159,"How You Like That",BLACKPINK,91744,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,2020-11-17
160,"Amor de Que","Pabllo Vittar",91731,https://open.spotify.com/track/7vpGKEUPrA4UEsS4o4W1tP,2020-11-17
161,"Vergonha pra Midia","Salvador Da Rima",91483,https://open.spotify.com/track/5JsxHA8NttHWThpTCToK1J,2020-11-17
162,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",90417,https://open.spotify.com/track/6TL6UYmqRVC5PuVQb0R1h5,2020-11-17
163,"Alive (It Feels Like)",Alok,90406,https://open.spotify.com/track/4fB85IhVASxXMWgoke5WVJ,2020-11-17
164,Perdição,L7NNON,89944,https://open.spotify.com/track/7FikD4RFpmSZIvoP3rRwsS,2020-11-17
165,"Um Pedido","Hungria Hip Hop",89887,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1,2020-11-17
166,Believer,"Imagine Dragons",89772,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2020-11-17
167,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",89286,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB,2020-11-17
168,"A Casa É Sua","Casa Worship",88941,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc,2020-11-17
169,"Os Mandrake Curte a Vida","MC Paulin da Capital",88666,https://open.spotify.com/track/5J1xChbEwiI3q371r7mDOg,2020-11-17
170,Hackearam-Me,Tierry,88645,https://open.spotify.com/track/5NeBu4oKweDXIjhvYqtbLo,2020-11-17
171,Hb20,Tierry,88589,https://open.spotify.com/track/4cjowWOdLUKomiRwhWpRXJ,2020-11-17
172,"Adore You","Harry Styles",87542,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2020-11-17
173,"Ice Cream (with Selena Gomez)",BLACKPINK,86412,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,2020-11-17
174,"Se Namorar Fosse Bom - Ao Vivo","Os Barões Da Pisadinha",86353,https://open.spotify.com/track/39d68jIHbCiFdXWI6jmALW,2020-11-17
175,Daisy,Ashnikko,86052,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,2020-11-17
176,"Faz a Pose","MC Teteu",85636,https://open.spotify.com/track/1sTVKLLFDfAfowsG4bRBN4,2020-11-17
177,"Ta Apaixonado Babaca","Dj Guuga",85221,https://open.spotify.com/track/7N3BrHFlnZbOs8lPGPg1gg,2020-11-17
178,Heather,"Conan Gray",84429,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,2020-11-17
179,"death bed (coffee for your head)",Powfu,84409,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-11-17
180,Reincidente,"Felipe Araújo",84065,https://open.spotify.com/track/3XG1frltSxibGuYLPucxl8,2020-11-17
181,Cogulândia,Matuê,84052,https://open.spotify.com/track/5T6mY3sQbvVfLnertXdoST,2020-11-17
182,Iluminado,Kawe,84001,https://open.spotify.com/track/3Y3LVTjdbZ35hGLhvYJxAq,2020-11-17
183,"Savage Love (Laxed - Siren Beat)","Jawsh 685",83476,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,2020-11-17
184,"Só Gratidão","Mc Lipi",83037,https://open.spotify.com/track/3HCvks6mkO22FzhieKHI30,2020-11-17
185,"Pra Você Guardei O Amor","Nando Reis",82907,https://open.spotify.com/track/1EQ8sBQ7Abv9DvNBzhXAcv,2020-11-17
186,"Amor de Balada","MC Kekel",82650,https://open.spotify.com/track/774NkezhwRr3kvYd3IQvFj,2020-11-17
187,Memories,"Maroon 5",82500,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-11-17
188,"Como Se Tá Maravilhosa","Mc Lipi",82465,https://open.spotify.com/track/0eLCuW89pb6I3BC0NMGHFW,2020-11-17
189,"Dona de mim",IZA,82329,https://open.spotify.com/track/0H8CBal2Dcu5Yc001VotZN,2020-11-17
190,"Rave Na Praia","MC Teteu",82267,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly,2020-11-17
191,Hawái,Maluma,81329,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,2020-11-17
192,"What You Know Bout Love","Pop Smoke",81154,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,2020-11-17
193,"Hawái - Remix",Maluma,80811,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F,2020-11-17
194,Separei,"MC WM",80303,https://open.spotify.com/track/16uUeKOV7m51Vlx9oUIEvE,2020-11-17
195,"Pontos de Exclamação - Vintage Culture & Future Class Remix","Jovem Dionisio",80285,https://open.spotify.com/track/25usEf5iGk9HL0LM9VTxue,2020-11-17
196,Antes,Matuê,80205,https://open.spotify.com/track/2XymTaHTrQWDEuSyhfZvqF,2020-11-17
197,"Ta Com Saudade Quer TBT ?","Mc Talibã",79748,https://open.spotify.com/track/4i1U2ZQJdVCAczbiwsXf3H,2020-11-17
198,DÁKITI,"Bad Bunny",79508,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS,2020-11-17
199,goosebumps,"Travis Scott",79389,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2020-11-17
200,"SET DJ GM 2.0","MC Paulin da Capital",78911,https://open.spotify.com/track/38BuaDkieTqCDqaawXsf78,2020-11-17
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",607260,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP,2020-11-18
2,"Ilusão (Cracolândia)","MC Hariel",541577,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif,2020-11-18
3,"Investe Em Mim","Jonas Esticado",507145,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7,2020-11-18
4,"Só Tem Eu","Zé Felipe",475271,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0,2020-11-18
5,"Só Você","MC Rogerinho",431578,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o,2020-11-18
6,"Figurinha - Ao Vivo","Douglas & Vinicius",420313,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE,2020-11-18
7,Rita,Tierry,397865,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG,2020-11-18
8,"Cidade Inteira","Eric Land",393726,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF,2020-11-18
9,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",387933,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4,2020-11-18
10,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",376611,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ,2020-11-18
11,"Quero Você do Jeito Que Quiser","Marília Mendonça",366099,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI,2020-11-18
12,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",360902,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs,2020-11-18
13,"Oh Juliana",Niack,346759,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,2020-11-18
14,"Sogra - Ao Vivo",Dilsinho,340420,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi,2020-11-18
15,"Nem Doeu - Ao Vivo","Matheus & Kauan",325132,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl,2020-11-18
16,positions,"Ariana Grande",321354,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,2020-11-18
17,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",315769,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO,2020-11-18
18,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",310660,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk,2020-11-18
19,"Me Gusta (with Cardi B & Myke Towers)",Anitta,309841,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE,2020-11-18
20,"Tá Rocheda","Os Barões Da Pisadinha",305460,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK,2020-11-18
21,"Amor e Fé - Acústico","Hungria Hip Hop",292409,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7,2020-11-18
22,"Volta por Baixo - Ao Vivo","Henrique & Juliano",288689,https://open.spotify.com/track/6juD9PQwAPvuXYIAE2gjhO,2020-11-18
23,"Comprei um Lança","Mc Jacaré",281433,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ,2020-11-18
24,"Lance Individual","Jorge & Mateus",279047,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0,2020-11-18
25,"Não Vai Embora",Dilsinho,274113,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd,2020-11-18
26,"Vai Ter Que Aguentar","Mc Don Juan",272191,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2,2020-11-18
27,"Siempre He Estado Aquí",RBD,272034,https://open.spotify.com/track/35iionyYNL2IHmtctvwYAk,2020-11-18
28,Ranking,"Jorge & Mateus",268425,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS,2020-11-18
29,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",266094,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H,2020-11-18
30,"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",261831,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59,2020-11-18
31,"Rainha da Favela",LUDMILLA,258957,https://open.spotify.com/track/3vu864xi5Xis9VfOsJpmXu,2020-11-18
32,Letícia,"Zé Vaqueiro",257345,https://open.spotify.com/track/2R1OgezGfBMeiAcMpJ1EkH,2020-11-18
33,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",254806,https://open.spotify.com/track/4KLvGldnzUZU4xdELyWBom,2020-11-18
34,"Desejando Eu (Ao Vivo)","Murilo Huff",251714,https://open.spotify.com/track/3056x1XkmICnQmji68rrft,2020-11-18
35,"Watermelon Sugar","Harry Styles",248628,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2020-11-18
36,"Desce Pro Play (PA PA PA)","Mc Zaac",245470,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ,2020-11-18
37,"Século 21","Leo Santana",237791,https://open.spotify.com/track/7jiGFTWeO3MmMN9dpHRjUZ,2020-11-18
38,"Não Valeu","Wesley Safadão",236977,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud,2020-11-18
39,"Briga Feia - Ao Vivo","Henrique & Juliano",234928,https://open.spotify.com/track/3Xuo5utyzk86BwlUHdTR2O,2020-11-18
40,"Viva Voz - Ao Vivo Em São Paulo / 2019","Lauana Prado",232921,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj,2020-11-18
41,"Litrão - Ao Vivo Em Recife / 2020","Matheus & Kauan",229412,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh,2020-11-18
42,"Máquina do Tempo",Matuê,226074,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8,2020-11-18
43,"Deus é por nós","MC Marks",223775,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ,2020-11-18
44,"Amor da Despedida","Os Barões Da Pisadinha",223700,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI,2020-11-18
45,"Blinding Lights","The Weeknd",218616,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-11-18
46,"se essa vida fosse um filme","GIULIA BE",216740,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0,2020-11-18
47,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",214646,https://open.spotify.com/track/4Y0gR2tYML083T6b2vhJrn,2020-11-18
48,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",213696,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA,2020-11-18
49,"Romance Desapegado","Japinha Conde",212510,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4,2020-11-18
50,"WAP (feat. Megan Thee Stallion)","Cardi B",210672,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020-11-18
51,TOMA,"Luísa Sonza",206044,https://open.spotify.com/track/7pDcS0EVMJR0YwjXmHcCRg,2020-11-18
52,"Despedida - Ao Vivo","Wesley Safadão",193454,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg,2020-11-18
53,777-666,Matuê,191640,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn,2020-11-18
54,"S de Saudade","Luíza & Maurílio",191107,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL,2020-11-18
55,"Therefore I Am","Billie Eilish",187508,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,2020-11-18
56,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",185590,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc,2020-11-18
57,"Ele É Ele, Eu Sou Eu","Wesley Safadão",183012,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw,2020-11-18
58,"Café e Amor - Ao Vivo","Gusttavo Lima",181727,https://open.spotify.com/track/7benotyTvLY2vUsDKtxbiA,2020-11-18
59,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS & Makalo)","DJ Matt D",171764,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb,2020-11-18
60,"menina solta","GIULIA BE",170193,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1,2020-11-18
61,"Tudo Aconteceu","MC Du Black",166673,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo,2020-11-18
62,"Pipa Voada (feat. Emicida)",Rashid,166029,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi,2020-11-18
63,"Manda Áudio","Di Propósito",165116,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84,2020-11-18
64,"Graveto - Ao Vivo","Marília Mendonça",164790,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o,2020-11-18
65,"Maçã Verde","MC Hariel",162948,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR,2020-11-18
66,"Don't Start Now","Dua Lipa",162918,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-11-18
67,"Marília Mendonça",BIN,159878,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF,2020-11-18
68,"Deve ser horrível dormir sem mim","Manu Gavassi",159729,https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j,2020-11-18
69,"Mood (feat. iann dior)",24kGoldn,155910,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020-11-18
70,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",155417,https://open.spotify.com/track/1WTJdd2atKxhUrbvUHjNDt,2020-11-18
71,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",153505,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,2020-11-18
72,"Pode Sumir","Luíza & Maurílio",153412,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA,2020-11-18
73,"Set 2.0: Homenagem aos Relíquias","DJ Matt D",151669,https://open.spotify.com/track/566AZpR4FJErkhS3CmuaWu,2020-11-18
74,"Cheirosa - Ao Vivo","Jorge & Mateus",151448,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da,2020-11-18
75,"Tô Torcendo - Ao Vivo","Gusttavo Lima",150578,https://open.spotify.com/track/74mtYZvn0rZm4EKrQwmOoX,2020-11-18
76,"Te Prometo",DENNIS,148209,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN,2020-11-18
77,Talarica,"Rennan da Penha",147160,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2,2020-11-18
78,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",146991,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,2020-11-18
79,"Roses - Imanbek Remix","SAINt JHN",146853,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,2020-11-18
80,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",145513,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX,2020-11-18
81,Dynamite,BTS,144944,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,2020-11-18
82,"Party On My Own (feat. FAULHABER)",Alok,144143,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl,2020-11-18
83,"É Problema","Matheus & Kauan",143454,https://open.spotify.com/track/5gTgQBtNP08fUijxpEgmzF,2020-11-18
84,BRABA,"Luísa Sonza",143342,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg,2020-11-18
85,"Seu Beijo Joga Sujo","Avine Vinny",141749,https://open.spotify.com/track/2enk2whIgJyoe0O9HRQZJV,2020-11-18
86,"Libera Ela - Ao Vivo","Maiara & Maraisa",141349,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql,2020-11-18
87,"Don't Say Goodbye (feat. Tove Lo)",Alok,140685,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq,2020-11-18
88,"Meu Lado da História",Nandx710,138461,https://open.spotify.com/track/08LiZsFrLkWYtd20jeqWLh,2020-11-18
89,Flores,Vitão,136916,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl,2020-11-18
90,"Saudade Sua","Gusttavo Lima",136236,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi,2020-11-18
91,"Facas - Ao Vivo","Diego & Victor Hugo",135180,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa,2020-11-18
92,"Eu Tenho Medo","Zé Vaqueiro",134696,https://open.spotify.com/track/5TU6HG6Ltm7ZYr3r5dZjsA,2020-11-18
93,Avançada,"MC Kevinho",128594,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1,2020-11-18
94,"Dance Monkey","Tones And I",125793,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-11-18
95,"Amor de Fim de Noite",Orochi,124130,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J,2020-11-18
96,inesquecível,"GIULIA BE",122496,https://open.spotify.com/track/3bUDPTCStUeLcUgXgvepQh,2020-11-18
97,"Meu talismã",IZA,122174,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX,2020-11-18
98,"Tudo que Eu Queria - Ao Vivo","Gusttavo Lima",121450,https://open.spotify.com/track/4VfG3ntsNSyNr7lPZZyvTE,2020-11-18
99,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",120083,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi,2020-11-18
100,"Casa de Praia - Ao Vivo","Os Barões Da Pisadinha",119631,https://open.spotify.com/track/6Teco2qa7OBfa7mjaMYSbO,2020-11-18
101,"Someone You Loved","Lewis Capaldi",119146,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-11-18
102,"Então Toma - Ao Vivo","Matheus & Kauan",118462,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j,2020-11-18
103,"Kenny G",Matuê,117926,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW,2020-11-18
104,"Meu Abrigo",Melim,116275,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe,2020-11-18
105,34+35,"Ariana Grande",115926,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,2020-11-18
106,"E Nós Tem um Charme Que É da Hora","Mc Dricka",115360,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS,2020-11-18
107,"É Sal",Matuê,115248,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5,2020-11-18
108,"Só Você","Leo Santana",115079,https://open.spotify.com/track/2cV8V9eV79HWJHD4jNQHqq,2020-11-18
109,"3 Batidas - Ao Vivo","Guilherme & Benuto",114395,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k,2020-11-18
110,Pupila,ANAVITÓRIA,113360,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk,2020-11-18
111,"Mentira - Ao Vivo","Felipe Araújo",112024,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1,2020-11-18
112,"Quase uma Semana",BIN,110785,https://open.spotify.com/track/4a5YIaK7qFu6T63GeYx1Ih,2020-11-18
113,"Lonely (with benny blanco)","Justin Bieber",110554,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q,2020-11-18
114,"Vira Homem","Marília Mendonça",110046,https://open.spotify.com/track/0GrEqRHf5FioT1hOB8PBxZ,2020-11-18
115,"Deixa (feat. Ana Gabriela)",Lagum,109635,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp,2020-11-18
116,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",109549,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe,2020-11-18
117,"Supera - Ao Vivo","Marília Mendonça",108213,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz,2020-11-18
118,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",107971,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr,2020-11-18
119,"Revoada do Tubarão","MC Ryan SP",107909,https://open.spotify.com/track/0C1cJj3ZNCS75sojrcMhZV,2020-11-18
120,Confidencial,"Wesley Safadão",107338,https://open.spotify.com/track/767WBxhrD8kRfJ4cYZQO9G,2020-11-18
121,"Senta Concentrada (feat. MC Ws)","MC Mari",107112,https://open.spotify.com/track/6V84QSmlXACEFX9hmQeGYY,2020-11-18
122,Nêga,"Tarcísio do Acordeon",104945,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP,2020-11-18
123,Escorpião,Xamã,104925,https://open.spotify.com/track/4G02O6Qd846OFww8HHQamh,2020-11-18
124,"Cuidado Que Eu Te Supero","Yasmin Santos",104761,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz,2020-11-18
125,"Piece Of Your Heart - Alok Remix",MEDUZA,102573,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW,2020-11-18
126,"É Só Botada","MC Levin",101933,https://open.spotify.com/track/07c9lzwx1IIm101PnB4BZu,2020-11-18
127,"Vai Lá","Wesley Safadão",100914,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263,2020-11-18
128,"Na Raba Toma Tapão",Niack,100830,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe,2020-11-18
129,"On & On",Alok,100760,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat,2020-11-18
130,pov,"Ariana Grande",100398,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33,2020-11-18
131,"Sua Mãe Tá Nessa - Ao Vivo Em São Paulo / 2019","Lauana Prado",100188,https://open.spotify.com/track/5gijVJHyC1E4kt2j5Q3DEb,2020-11-18
132,"Holy (feat. Chance The Rapper)","Justin Bieber",100156,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,2020-11-18
133,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",99704,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,2020-11-18
134,"Ouvi Dizer",Melim,99533,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV,2020-11-18
135,"Eu Feat. Você",Melim,99484,https://open.spotify.com/track/2PaOWQIEkSFkmONCv1Vgui,2020-11-18
136,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,99351,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,2020-11-18
137,"Breaking Me",Topic,98366,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,2020-11-18
138,Uau!,"Costa Gold",97874,https://open.spotify.com/track/5jo4ocTfihMYTsq1Z4ze9h,2020-11-18
139,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",97632,https://open.spotify.com/track/7gFY0xf385HM4iF4t43tN3,2020-11-18
140,"Break My Heart","Dua Lipa",97416,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,2020-11-18
141,"Amor ou o Litrão","Petter Ferraz",96574,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1,2020-11-18
142,"Head & Heart (feat. MNEK)","Joel Corry",96438,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,2020-11-18
143,Señorita,"Shawn Mendes",96299,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020-11-18
144,SENTADÃO,"PEDRO SAMPAIO",96283,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A,2020-11-18
