,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
87,"Só Você","Leo Santana",164147,https://open.spotify.com/track/2cV8V9eV79HWJHD4jNQHqq,2020-11-06
88,Dynamite,BTS,160642,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,2020-11-06
89,"Mood (feat. iann dior)",24kGoldn,156825,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020-11-06
90,"Don't Say Goodbye (feat. Tove Lo)",Alok,155370,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq,2020-11-06
91,"Então Toma - Ao Vivo","Matheus & Kauan",152234,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j,2020-11-06
92,"Amor de Fim de Noite",Orochi,151939,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J,2020-11-06
93,"3 Batidas - Ao Vivo","Guilherme & Benuto",151633,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k,2020-11-06
94,inesquecível,"GIULIA BE",151628,https://open.spotify.com/track/3bUDPTCStUeLcUgXgvepQh,2020-11-06
95,"Dance Monkey","Tones And I",149140,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-11-06
96,"Mentira - Ao Vivo","Felipe Araújo",149058,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1,2020-11-06
97,Confidencial,"Wesley Safadão",147019,https://open.spotify.com/track/7Kb4TOsH22ZLrBkZx1p0SZ,2020-11-06
98,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",146832,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe,2020-11-06
99,MORE,K/DA,139320,https://open.spotify.com/track/6juLaduD4STCUDWT0AYun4,2020-11-06
100,"Vira Homem","Marília Mendonça",138020,https://open.spotify.com/track/0GrEqRHf5FioT1hOB8PBxZ,2020-11-06
101,"Eu Tenho Medo","Zé Vaqueiro",137997,https://open.spotify.com/track/2bWkoJEjcPiBKnKqvTJ25D,2020-11-06
102,"Vai Lá","Wesley Safadão",137211,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263,2020-11-06
103,"Cabeça Voando","Os Barões Da Pisadinha",136798,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol,2020-11-06
104,"Bebi Minha Bicicleta (Ao Vivo)","Zé Neto & Cristiano",136372,https://open.spotify.com/track/3mP7qouEZRIpGsJ5cL4yBE,2020-11-06
105,"Supera - Ao Vivo","Marília Mendonça",135521,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz,2020-11-06
106,"Cuidado Que Eu Te Supero","Yasmin Santos",135208,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz,2020-11-06
107,"Revoada do Tubarão","MC Ryan SP",133930,https://open.spotify.com/track/0C1cJj3ZNCS75sojrcMhZV,2020-11-06
108,"Kenny G",Matuê,133587,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW,2020-11-06
109,"Como Se Tá Maravilhosa","Mc Lipi",128979,https://open.spotify.com/track/0eLCuW89pb6I3BC0NMGHFW,2020-11-06
110,"É Sal",Matuê,128496,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5,2020-11-06
111,"Você Nem É Tudo Isso","Marília Mendonça",127730,https://open.spotify.com/track/0zhnWntcmhChM7PXSWuNNq,2020-11-06
112,Cabaré,"Dj Guuga",126453,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D,2020-11-06
113,"Meu Abrigo",Melim,126245,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe,2020-11-06
114,"Se Namorar Fosse Bom - Ao Vivo","Os Barões Da Pisadinha",126221,https://open.spotify.com/track/39d68jIHbCiFdXWI6jmALW,2020-11-06
115,"Eu Feat. Você",Melim,125576,https://open.spotify.com/track/2PaOWQIEkSFkmONCv1Vgui,2020-11-06
116,"Someone You Loved","Lewis Capaldi",124424,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-11-06
117,"Ta Apaixonado Babaca","Dj Guuga",124036,https://open.spotify.com/track/7N3BrHFlnZbOs8lPGPg1gg,2020-11-06
118,"Protect The Land","System Of A Down",123985,https://open.spotify.com/track/11ajcVj3qSyyMPUpTJUP3y,2020-11-06
119,"Lonely (with benny blanco)","Justin Bieber",120755,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q,2020-11-06
120,Pupila,ANAVITÓRIA,120670,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk,2020-11-06
121,"Set 2.0: Homenagem aos Relíquias","DJ Matt D",120176,https://open.spotify.com/track/566AZpR4FJErkhS3CmuaWu,2020-11-06
122,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",120075,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB,2020-11-06
123,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",118593,https://open.spotify.com/track/6TL6UYmqRVC5PuVQb0R1h5,2020-11-06
124,34+35,"Ariana Grande",118471,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,2020-11-06
125,"(não) era amor","GIULIA BE",118443,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi,2020-11-06
126,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",118188,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr,2020-11-06
127,"Meu talismã",IZA,117871,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX,2020-11-06
128,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",117707,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,2020-11-06
129,"Hoje É Rave","Bárbara Labres",117210,https://open.spotify.com/track/2CBpRE0A922XhWLSI8AT9O,2020-11-06
130,"Bebe e Vem Me Procurar","Raí Saia Rodada",116829,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq,2020-11-06
131,"Holy (feat. Chance The Rapper)","Justin Bieber",116681,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,2020-11-06
132,"Amor de Balada","MC Kekel",116483,https://open.spotify.com/track/774NkezhwRr3kvYd3IQvFj,2020-11-06
133,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,116373,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,2020-11-06
134,"Ice Cream (with Selena Gomez)",BLACKPINK,115075,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,2020-11-06
135,Uau!,"Costa Gold",114702,https://open.spotify.com/track/5jo4ocTfihMYTsq1Z4ze9h,2020-11-06
136,Reincidente,"Felipe Araújo",114684,https://open.spotify.com/track/3XG1frltSxibGuYLPucxl8,2020-11-06
137,SENTADÃO,"PEDRO SAMPAIO",114454,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A,2020-11-06
138,Morena,"MC Paulin da Capital",114250,https://open.spotify.com/track/2W0VenqvlMW4c65YsxT5zu,2020-11-06
139,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",113448,https://open.spotify.com/track/3HXLUh9lzSrSLvrvLk2LjC,2020-11-06
140,"Quase uma Semana",BIN,113437,https://open.spotify.com/track/4a5YIaK7qFu6T63GeYx1Ih,2020-11-06
141,"Ta Com Saudade Quer TBT ?","Mc Talibã",112541,https://open.spotify.com/track/4i1U2ZQJdVCAczbiwsXf3H,2020-11-06
142,"On & On",Alok,111582,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat,2020-11-06
143,"Piece Of Your Heart - Alok Remix",MEDUZA,111092,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW,2020-11-06
144,Hb20,Tierry,110836,https://open.spotify.com/track/4cjowWOdLUKomiRwhWpRXJ,2020-11-06
145,"Amor de Que","Pabllo Vittar",109878,https://open.spotify.com/track/7vpGKEUPrA4UEsS4o4W1tP,2020-11-06
146,"How You Like That",BLACKPINK,109788,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,2020-11-06
147,"Deixa (feat. Ana Gabriela)",Lagum,109395,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp,2020-11-06
148,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",108908,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw,2020-11-06
149,Señorita,"Shawn Mendes",108621,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020-11-06
150,"Break My Heart","Dua Lipa",108374,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,2020-11-06
151,"Sweet Melody","Little Mix",108361,https://open.spotify.com/track/653UwNHjuC0AwlbU07ao2Y,2020-11-06
152,"Rave Na Praia","MC Teteu",108293,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly,2020-11-06
153,"Maçã Verde","MC Hariel",108011,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR,2020-11-06
154,"Fala Comigo Bebê - Ao Vivo","Os Barões Da Pisadinha",107662,https://open.spotify.com/track/1dHfCJMj1eJMFcKF7VzqR5,2020-11-06
155,"Breaking Me",Topic,107579,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,2020-11-06
156,Golden,"Harry Styles",107506,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,2020-11-06
157,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",107102,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg,2020-11-06
158,"Put Your Records On","Ritt Momney",107077,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,2020-11-06
159,"Rain On Me (with Ariana Grande)","Lady Gaga",106857,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,2020-11-06
160,"Ouvi Dizer",Melim,106129,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV,2020-11-06
161,"Midnight Sky","Miley Cyrus",105545,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,2020-11-06
162,"Tempo de Aprender / Energia Surreal / Não Pedi Pra Me Apaixonar - Ao Vivo","Grupo Menos É Mais",104594,https://open.spotify.com/track/3COVZV6VRP4sdXiWTB1XTM,2020-11-06
163,"Sua Mãe Tá Nessa - Ao Vivo Em São Paulo / 2019","Lauana Prado",104336,https://open.spotify.com/track/5Taf5Hg5m31VoFXLplRAmn,2020-11-06
164,"Pisadinha - Ao Vivo","Diego & Victor Hugo",103579,https://open.spotify.com/track/36P6ptTyxOggYgR2aoZiAl,2020-11-06
165,"Genocidal Humanoidz","System Of A Down",102850,https://open.spotify.com/track/3Sg3bOiD0kE4D5DcXk48Ds,2020-11-06
166,"Savage Love (Laxed - Siren Beat)","Jawsh 685",102676,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,2020-11-06
167,"Lose Control",MEDUZA,102351,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2020-11-06
168,"Deixa Tudo Como Tá - Ao Vivo",Thiaguinho,102215,https://open.spotify.com/track/0abrd2vT2W3JZBDNezUY7r,2020-11-06
169,"SET DJ GM 2.0","MC Paulin da Capital",101690,https://open.spotify.com/track/38BuaDkieTqCDqaawXsf78,2020-11-06
170,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",101563,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI,2020-11-06
171,"Um Pedido","Hungria Hip Hop",101417,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1,2020-11-06
172,"Rave Balança E Bafora",Ventura,100778,https://open.spotify.com/track/7tswnwncDD0zJ1JpFf13Gl,2020-11-06
173,Nêga,"Tarcísio do Acordeon",99644,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP,2020-11-06
174,Girassol,"Priscilla Alcantara",99567,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj,2020-11-06
175,"Vergonha pra Midia","Salvador Da Rima",98963,https://open.spotify.com/track/5JsxHA8NttHWThpTCToK1J,2020-11-06
176,"Só Gratidão","Mc Lipi",98584,https://open.spotify.com/track/3HCvks6mkO22FzhieKHI30,2020-11-06
177,"O Matuto Se Apaixonou","Os Barões Da Pisadinha",98461,https://open.spotify.com/track/09KUam5nfzNEXSSV9zWiT9,2020-11-06
178,"Textão - Ao Vivo","Zé Neto & Cristiano",98283,https://open.spotify.com/track/3yOuQI8yjJaApfdo4hdkVW,2020-11-06
179,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",98241,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF,2020-11-06
180,"Head & Heart (feat. MNEK)","Joel Corry",97682,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,2020-11-06
181,"Ele Não Tem","Jonas Esticado",97367,https://open.spotify.com/track/1JHvLQWHUoYuapwQikeDuD,2020-11-06
182,Cogulândia,Matuê,96907,https://open.spotify.com/track/5T6mY3sQbvVfLnertXdoST,2020-11-06
183,"Adore You","Harry Styles",96569,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2020-11-06
184,Separei,"MC WM",96557,https://open.spotify.com/track/16uUeKOV7m51Vlx9oUIEvE,2020-11-06
185,Hawái,Maluma,95797,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,2020-11-06
186,Confetti,"Little Mix",95778,https://open.spotify.com/track/4OZVHWYtGOaQuK0oQikS2b,2020-11-06
187,Believer,"Imagine Dragons",95384,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2020-11-06
188,"Carreira Solo - Ao Vivo","Gusttavo Lima",95308,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN,2020-11-06
189,"What You Know Bout Love","Pop Smoke",95286,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,2020-11-06
190,"Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo","Yasmin Santos",94707,https://open.spotify.com/track/3ZROq16fQ1o2dWEGkHPHkJ,2020-11-06
191,Inamorável,"Luíza & Maurílio",94377,https://open.spotify.com/track/1erfWPemd1Vg5aQYQpW1Pm,2020-11-06
192,"Tudo de bom",Pk,94176,https://open.spotify.com/track/3YqLyRFwjGuPBT7EHoyQH7,2020-11-06
193,"Fatalmente / Separação / Temporal - Ao Vivo","Grupo Menos É Mais",93873,https://open.spotify.com/track/0mpqoslgBvHcnbNZhK8wBO,2020-11-06
194,"Se Ferrou","MC Kevinho",93869,https://open.spotify.com/track/4c21Aq5C8YMDBQWt9bjYBF,2020-11-06
195,Antes,Matuê,93641,https://open.spotify.com/track/2XymTaHTrQWDEuSyhfZvqF,2020-11-06
196,BALANÇA,"WC no Beat",93639,https://open.spotify.com/track/1neg4NArvpVL7AOWIBja6q,2020-11-06
197,Recaída,"Grupo Menos É Mais",93432,https://open.spotify.com/track/49rtHPYe4eny7j1sbDrm8j,2020-11-06
198,Perdição,L7NNON,93292,https://open.spotify.com/track/7FikD4RFpmSZIvoP3rRwsS,2020-11-06
199,"Tchau Brigado - Ao Vivo","Humberto & Ronaldo",93275,https://open.spotify.com/track/2TR917wkDeRvwTE5cSfZFf,2020-11-06
200,Heather,"Conan Gray",92958,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,2020-11-06
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",1129415,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP,2020-11-07
2,"Investe Em Mim","Jonas Esticado",890292,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7,2020-11-07
3,"Figurinha - Ao Vivo","Douglas & Vinicius",766145,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE,2020-11-07
4,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",710431,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4,2020-11-07
5,"Cidade Inteira","Eric Land",689033,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF,2020-11-07
6,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",675951,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ,2020-11-07
7,"Oh Juliana",Niack,656423,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,2020-11-07
8,"Só Você","MC Rogerinho",648812,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o,2020-11-07
9,"Quero Você do Jeito Que Quiser","Marília Mendonça",612017,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI,2020-11-07
10,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",604194,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs,2020-11-07
11,"Tá Rocheda","Os Barões Da Pisadinha",602626,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK,2020-11-07
12,Rita,Tierry,597767,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG,2020-11-07
13,"Só Tem Eu","Zé Felipe",594634,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0,2020-11-07
14,"Sogra - Ao Vivo",Dilsinho,583624,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi,2020-11-07
15,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",573633,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO,2020-11-07
16,"Nem Doeu - Ao Vivo","Matheus & Kauan",554932,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl,2020-11-07
17,"Volta por Baixo - Ao Vivo","Henrique & Juliano",515545,https://open.spotify.com/track/034Wtb0MsgU2kIT7PWdi4c,2020-11-07
18,"Comprei um Lança","Mc Jacaré",480952,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ,2020-11-07
19,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",456589,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0,2020-11-07
20,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",453871,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H,2020-11-07
21,"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",453201,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59,2020-11-07
22,"Vai Ter Que Aguentar","Mc Don Juan",452197,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2,2020-11-07
23,"Desejando Eu (Ao Vivo)","Murilo Huff",442368,https://open.spotify.com/track/3056x1XkmICnQmji68rrft,2020-11-07
24,"Me Gusta (with Cardi B & Myke Towers)",Anitta,441872,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE,2020-11-07
25,Ranking,"Jorge & Mateus",437458,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS,2020-11-07
26,"Viva Voz - Ao Vivo Em São Paulo / 2019","Lauana Prado",410474,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj,2020-11-07
27,"Briga Feia - Ao Vivo","Henrique & Juliano",399536,https://open.spotify.com/track/6e8X0VVUO6BIZMnDvICDOR,2020-11-07
28,"Não Valeu","Wesley Safadão",394873,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud,2020-11-07
29,"Amor e Fé - Acústico","Hungria Hip Hop",387826,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7,2020-11-07
30,"Litrão - Ao Vivo Em Recife / 2020","Matheus & Kauan",382412,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh,2020-11-07
31,"Desce Pro Play (PA PA PA)","Mc Zaac",380419,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ,2020-11-07
32,"Não Vai Embora",Dilsinho,376700,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd,2020-11-07
33,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",368668,https://open.spotify.com/track/1vG3YuKRYqPwTmNmYgqkpg,2020-11-07
34,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",368082,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk,2020-11-07
35,"S de Saudade","Luíza & Maurílio",359075,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL,2020-11-07
36,"Despedida - Ao Vivo","Wesley Safadão",357115,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg,2020-11-07
37,"Café e Amor - Ao Vivo","Gusttavo Lima",355923,https://open.spotify.com/track/7benotyTvLY2vUsDKtxbiA,2020-11-07
38,Letícia,"Zé Vaqueiro",336826,https://open.spotify.com/track/6hMgrcA1OpqYBDPyzYcosI,2020-11-07
39,positions,"Ariana Grande",332776,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,2020-11-07
40,"Deus é por nós","MC Marks",326306,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ,2020-11-07
41,"Tô Torcendo - Ao Vivo","Gusttavo Lima",324647,https://open.spotify.com/track/74mtYZvn0rZm4EKrQwmOoX,2020-11-07
42,"Romance Desapegado","Japinha Conde",321646,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4,2020-11-07
43,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",316238,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc,2020-11-07
44,TOMA,"Luísa Sonza",299390,https://open.spotify.com/track/7pDcS0EVMJR0YwjXmHcCRg,2020-11-07
45,"Watermelon Sugar","Harry Styles",299253,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2020-11-07
46,"se essa vida fosse um filme","GIULIA BE",287700,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0,2020-11-07
47,"Graveto - Ao Vivo","Marília Mendonça",283868,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o,2020-11-07
48,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",280560,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,2020-11-07
49,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",276039,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA,2020-11-07
50,"Manda Áudio","Di Propósito",273534,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84,2020-11-07
51,"Libera Ela - Ao Vivo","Maiara & Maraisa",272884,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql,2020-11-07
52,"Máquina do Tempo",Matuê,270801,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8,2020-11-07
53,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",266014,https://open.spotify.com/track/1WTJdd2atKxhUrbvUHjNDt,2020-11-07
54,"WAP (feat. Megan Thee Stallion)","Cardi B",265386,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020-11-07
55,"Casa de Praia - Ao Vivo","Os Barões Da Pisadinha",265259,https://open.spotify.com/track/6Teco2qa7OBfa7mjaMYSbO,2020-11-07
56,"Tudo Aconteceu","MC Du Black",263190,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo,2020-11-07
57,"Amor da Despedida","Os Barões Da Pisadinha",262286,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI,2020-11-07
58,"Cheirosa - Ao Vivo","Jorge & Mateus",255369,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da,2020-11-07
59,"Blinding Lights","The Weeknd",254626,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-11-07
60,Talarica,"Rennan da Penha",249687,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2,2020-11-07
61,"Te Prometo",DENNIS,247341,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN,2020-11-07
62,"Pode Sumir","Luíza & Maurílio",243798,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA,2020-11-07
63,777-666,Matuê,240381,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn,2020-11-07
64,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",232952,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0,2020-11-07
65,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS & Makalo)","DJ Matt D",228749,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb,2020-11-07
66,"Facas - Ao Vivo","Diego & Victor Hugo",222749,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa,2020-11-07
67,"Saudade Sua","Gusttavo Lima",215968,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi,2020-11-07
68,"Marília Mendonça",BIN,213032,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF,2020-11-07
69,"Tudo que Eu Queria - Ao Vivo","Gusttavo Lima",212920,https://open.spotify.com/track/4VfG3ntsNSyNr7lPZZyvTE,2020-11-07
70,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",210979,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi,2020-11-07
71,Avançada,"MC Kevinho",209971,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1,2020-11-07
72,"E Nós Tem um Charme Que É da Hora","Mc Dricka",209241,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS,2020-11-07
73,"Seu Beijo Joga Sujo","Avine Vinny",208211,https://open.spotify.com/track/2enk2whIgJyoe0O9HRQZJV,2020-11-07
74,"Cabeça Voando","Os Barões Da Pisadinha",206895,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol,2020-11-07
75,"menina solta","GIULIA BE",204523,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1,2020-11-07
76,BRABA,"Luísa Sonza",202044,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg,2020-11-07
77,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",199219,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX,2020-11-07
78,"3 Batidas - Ao Vivo","Guilherme & Benuto",198612,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k,2020-11-07
79,"Pipa Voada (feat. Emicida)",Rashid,196674,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi,2020-11-07
80,"Século 21","Leo Santana",194699,https://open.spotify.com/track/7jiGFTWeO3MmMN9dpHRjUZ,2020-11-07
81,"Mentira - Ao Vivo","Felipe Araújo",192247,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1,2020-11-07
82,"Don't Start Now","Dua Lipa",186594,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-11-07
